"MapoticID";"Longitude";"Latitude";"Name";"Category";"Rating";"Image URL";"Import ID";"Description";"Address";"Web";"E-mail";"Phone number";"Description";"Refreshment";"Diving";"Entrance";"Accessibility/parking";"Link";"Nudist beach";"Video";"Dog swimming"
"202927";"15.64819";"49.93708";"Konopáč";"Swimming pool";"4.333333333333333";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202927/f7632d4d-21c6-4866-953c-fe64b584cbac.jpg";"swimplaces:250";"";"";"";"";"";"Leží na Zlatém potoce. Je tu kemp, travnaté pláže i letní kino.";"Restaurant on site";"Not suitable for diving";"No entrance fee";"";"";"Not suitable for nudists";"";""
"202928";"14.49713";"50.00989";"Šeberák";"Lake (pond)";"2.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202928/f04bb234-7261-4d8b-8bc8-c00d74f2d4e7.jpg";"swimplaces:251";"";"";"";"";"";"Písčité a travnaté pláže. K dispozici je sprcha, toalety půjčovna lodiček a hřiště na volejbal a nohejbal. Je tu restaurace. Ve východní části je nudistická pláž. Vstup na běžnou pláž je sedmdesát, pro děti padesát korun.";"Restaurant on site";"Not suitable for diving";"Entrance fee";"Very close";"http://www.turistik.cz/cz/kraje/hlavni-mesto-praha/okres-hlavni-mesto-praha/praha-okres-hlavni-mesto-praha/koupaliste-seberak/";"Suitable for nudists";"";""
"202929";"14.33125";"50.09536";"Přehrada Džbán";"Dam";"3.230769230769231";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202929/3c577385-9b13-4366-a20e-18198a69b0cc.jpg";"swimplaces:252";"";"";"";"";"";"Travnato-písčité pláže.Dno je místy písčité, místy bahnité. Je tu i restaurace.

Vstupné:
Celodenní: dospělí 90Kč, děti/studenti 50Kč Rodinné vstupné (2 dospělý + až 3 děti) 200Kč 
Odpolední vstupné od 17,00 hod: dospělí 50Kč, děti/studenti 30Kč rodinné vstupné 100Kč děti do 100 cm výšky zdarma 
Celoroční permanentka: dospělí 900Kč, děti/studenti 500Kč

Od roku 2019 je na Džbáně nový provozovatel. Mnohé se změnilo. Zlepšily se služby, přibylo dětské hřiště, k dispozici zdarma jsou lehátka. Kvalita vody získala od hygieniků dle zprávy ČTK z 15.7.2019 nejvyšší možnou známku.";"Restaurant on site";"Not suitable for diving";"Entrance fee";"Very close";"";"Suitable for nudists";"";""
"202930";"14.33855";"50.06895";"Rybník Motol";"Lake (pond)";"3.2142857142857144";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202930/ca2f3d7e-51de-4a6a-a767-c62a9a70871e.jpg";"swimplaces:253";"";"";"";"";"";"Rákosím obrostlý rybník s písčitým dnem. Travnaté plochy. Občerstvení, toalety, šatny a hřiště. Vstup je 50 korun, pro děti třicet.
Vstupné je 8:30-20:00 60Kč, 17-20:00 30 Kč. Dno je štěrkopísek, zarostlé";"Restaurant on site";"Not suitable for diving";"Entrance fee";"Very close";"";"Suitable for nudists";"";""
"202931";"15.5217429";"49.7113242";"Koupaliště Kámen";"Swimming pool";"4.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202931/f56cce8b-2d12-46ec-a9b4-5243661b7a9b.jpg";"swimplaces:254";"";"";"";"";"";"Umělé koupaliště na kraji obce Kámen. Čistá, upravovaná voda. Hřiště na volejbal, fotbal, tenis. Udržované.";"No restaurant";"Not suitable for diving";"No entrance fee";"";"";"Not suitable for nudists";"";""
"202932";"14.16351";"49.57778";"Vodní nádrž Orlík";"Dam";"5.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202932/8ab45bc8-b77f-41f9-b942-34cdab2f96aa.jpg";"swimplaces:255";"";"";"";"";"";"Je tu řada pláží.je tu možnost tu surfovat. Je tu třináct kempů a u nich jsou vetšinou písečné pláže. Písčité i kamenité pláže jsou například v zátokách Kamenice a Podskalí. Občerstvení tu je.";"Restaurant on site";"Not suitable for diving";"No entrance fee";"";"http://cs.wikipedia.org/wiki/Vodn%C3%AD_n%C3%A1dr%C5%BE_Orl%C3%ADk";"Not suitable for nudists";"";""
"202933";"14.79605";"50.51031";"Koupaliště Bělá pod Bezdězem";"Swimming pool";"4.333333333333333";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202933/3f69c345-78fd-462d-8efb-e6f33312937b.jpg";"swimplaces:256";"";"";"";"";"";"Koupaliště je vybetonované. Ležet můžete na písku nebo na velké travnaté ploše. Pláže bývají čisté. Je tu občerstvení, restaurace, hřiště pro volejbal. Vstup je 40 korun, pro děti 20.";"Restaurant on site";"Not suitable for diving";"Entrance fee";"Very close";"http://bela-pod-bezdezem.ceskehory.cz/";"Not suitable for nudists";"";""
"202934";"15.07965";"50.50481";"Komárovský rybník u Mladé Boleslavi";"Lake (pond)";"4.5";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202934/59f09e8b-9f73-426a-bd6a-e6d53b281c2f.jpg";"swimplaces:257";"";"";"";"";"";"Je obklopen lesy a skalami.Pláže jsou písčité. Je tu teplá voda.Je tu kemp a občerstvení.";"Restaurant on site";"Not suitable for diving";"No entrance fee";"";"http://www.turistik.cz/cz/kraje/stredocesky-kraj/okres-mlada-boleslav/knezmost/komarovsky-rybnik/";"Not suitable for nudists";"";""
"202935";"14.3610246";"48.8921148";"Kemp Dívčí kámen";"River (stream)";"4.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202935/89af77ba-08a4-418d-8db7-ef478b565e78.jpg";"swimplaces:258";"";"";"";"";"";"krásně prosluněná louka, osvěžující voda z řeky, občersvení";"Restaurant on site";"Not suitable for diving";"No entrance fee";"";"";"Not suitable for nudists";"";""
"202936";"14.077942";"49.1215481";"Koupaliště Bavorov";"Swimming pool";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202936/2db835e9-65ea-4a56-8713-e1bac7a519db.jpg";"swimplaces:259";"";"";"";"";"";"Sice to neni moc velký koupaliště, ale je tam čistá voda. Na příjemné odpoledne strávené s přáteli ideální.";"Restaurant on site";"Not suitable for diving";"No entrance fee";"";"";"Not suitable for nudists";"";""
"202937";"14.0782424";"49.1216886";"Koupaliště Bavorov";"Swimming pool";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202937/4618232b-d121-4685-a020-16edf9ff51b8.jpg";"swimplaces:260";"";"";"";"";"";"Sice není moc velký, ale je tam čistá voda. Na příjemné strávení odpoledne ideální";"Restaurant on site";"Not suitable for diving";"No entrance fee";"";"";"Not suitable for nudists";"";""
"202938";"13.5999509";"50.2798758";"Kluček";"Swimming pool";"4.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202938/image-4483fbff-0d79-4061-bfc0-f17b76146772_wnXQgTx.jpg";"swimplaces:261";"";"";"";"";"";"Vybetonovaná nádrž";"Restaurant on site";"Not suitable for diving";"Entrance fee";"";"";"Not suitable for nudists";"";""
"202939";"19.4456078";"49.100166";"Termální koupaliště Bešeňová";"Swimming pool";"4.5";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202939/f2343784-8395-4295-8c2b-0317eb22a7d0.jpg";"swimplaces:262";"";"";"";"";"";"výborné termální koupaliště, nedaleko zimních středisek";"Restaurant on site";"Not suitable for diving";"Entrance fee";"";"";"Not suitable for nudists";"";""
"202940";"16.275258";"48.947844";"Hostěhradice";"Quarry";"4.352941176470588";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202940/5dd505b0-b98b-47df-9b7f-4da9e7939d98.jpg";"swimplaces:263";"";"";"";"";"";"Lom Hostěhradice";"No restaurant";"Suitable for diving";"No entrance fee";"Very close";"";"Not suitable for nudists";"";""
"202941";"17.8530332";"49.6987515";"Tošovice";"Dam";"3.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202941/6cbf2675-6430-431e-bc93-06b128be6cde.jpg";"swimplaces:264";"";"";"";"";"";"sjezdovka v tošovicích";"Restaurant on site";"Not suitable for diving";"No entrance fee";"";"";"Not suitable for nudists";"";""
"202942";"15.782788";"50.0338787";"Sluneční pláž";"Swimming pool";"4.666666666666667";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202942/136bce31-3669-4290-ad41-92ccf0305704.jpg";"swimplaces:265";"";"";"";"";"";"Koupaliště";"Restaurant on site";"Not suitable for diving";"Entrance fee";"Very close";"";"Not suitable for nudists";"";""
"202943";"14.372306";"50.087115";"Koupaliště Petynka";"Swimming pool";"3.857142857142857";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202943/8e05f974-b629-4bdb-8984-c9e79f74b6f1.jpg";"swimplaces:266";"";"";"";"";"";"http://www.koupalistepetynka.cz/";"Restaurant on site";"Not suitable for diving";"Entrance fee";"Very close";"";"Not suitable for nudists";"";""
"202944";"14.1453486";"49.3057385";"Písecká plovárna";"Swimming pool";"3.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202944/d88b2c75-0ec6-4c28-a32c-f12dfbb27337.jpg";"swimplaces:267";"";"";"";"";"";"městská plovárna, vnitřní i venkovní bazén";"Restaurant on site";"Not suitable for diving";"Entrance fee";"";"";"Not suitable for nudists";"";""
"202945";"14.7683485";"44.9223205";"Romantická pláž";"Other";"5.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202945/1ac04f0c-9a26-4a94-a812-3ed65c7d2588.jpg";"swimplaces:268";"";"";"";"";"";"pláž lehce stranou od lidí, možnost šnorchlování, kousek dál i ponoru s kyslíkem";"No restaurant";"Suitable for diving";"No entrance fee";"";"";"Not suitable for nudists";"";""
"202946";"14.942772";"48.9601556";"Hejtman";"Lake (pond)";"4.333333333333333";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202946/0803de4e-6070-4706-a7d8-a31f7ab48762.jpg";"swimplaces:269";"";"";"";"";"";"rybník s písečným dnem, koupaliště v kempu se skokánky a tobogánem";"Restaurant on site";"Not suitable for diving";"Entrance fee";"Very close";"";"Not suitable for nudists";"";""
"202948";"14.8799868";"48.944571";"Majdalenská pískovna";"Sand quarry";"4.857142857142857";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202948/image-db72c8fc-1fa1-404c-a4d4-430fc73ae436_2048x1536.jpg";"swimplaces:270";"";"";"";"";"";"pískovna s čistou vodou";"No restaurant";"Not suitable for diving";"No entrance fee";"";"";"Not suitable for nudists";"";""
"202949";"17.1313687";"49.6706523";"nakelska piskovna";"Sand quarry";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202949/dd61f498-289e-428a-bd4c-0a7d334db499.jpg";"swimplaces:271";"";"";"";"";"";"naklo";"Restaurant on site";"Not suitable for diving";"No entrance fee";"";"";"Not suitable for nudists";"";""
"202950";"16.402715";"49.9757473";"Plavecký bazén Ústí nad Orlicí";"Swimming pool";"4.2";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202950/b6046580-febe-4120-9931-c13877f46718.jpg";"swimplaces:272";"";"";"";"";"";"krytý městský bazén se slanou vodou";"Restaurant on site";"Not suitable for diving";"Entrance fee";"";"";"Not suitable for nudists";"";""
"202951";"16.3909026";"49.9805589";"Koupaliště Ústí nad Orlicí";"Swimming pool";"4.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202951/6385a354-1e2c-414c-97bd-b642152fd432.jpg";"swimplaces:273";"";"";"";"";"";"městské koupaliště v Ústí nad Orlicí";"Restaurant on site";"Not suitable for diving";"Entrance fee";"";"";"Not suitable for nudists";"";""
"202952";"14.3802716";"50.1296575";"Krytý plavecký bazén";"Swimming pool";"5.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202952/0cec9737-3ca3-478a-a10f-b2142743bd10.jpg";"swimplaces:274";"";"";"";"";"";"Sportcentrum ČZU Suchdol";"No restaurant";"Not suitable for diving";"Entrance fee";"";"";"Not suitable for nudists";"";""
"202953";"13.2533236";"49.3885158";"Pískovna u Klatov";"Sand quarry";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202953/8356b721-e8d4-4275-aeb4-e5a4dac8ef16.jpg";"swimplaces:275";"";"";"";"";"";"oblíbené místo na koupání, vyhledávané převážně lidmi z Klatov a okolí";"No restaurant";"Not suitable for diving";"No entrance fee";"";"";"Not suitable for nudists";"";""
"202954";"17.2837236";"49.661243";"Akvapark Bohuňovice";"Swimming pool";"5.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202954/ccdb8d4f-52df-4512-b04b-54ae57188a48.jpg";"swimplaces:276";"";"";"";"";"";"Bazén, tobogán";"Restaurant on site";"Not suitable for diving";"Entrance fee";"";"";"Not suitable for nudists";"";""
"202955";"17.1974154";"50.2252628";"Bazén Jeseník";"Swimming pool";"3.3333333333333335";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202955/8190b397-e7b2-4e48-b24e-663e7f96399b.jpg";"swimplaces:277";"";"";"";"";"";"Bazén";"Restaurant on site";"Not suitable for diving";"Entrance fee";"";"";"Not suitable for nudists";"";""
"202956";"17.0163717";"50.0366771";"Bazén v hotelu Diana";"Swimming pool";"5.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202956/bf9bd829-b149-4875-8db1-ec7614ccf6c6.jpg";"swimplaces:278";"";"";"";"";"";"Bazén s termální vodou";"Restaurant on site";"Not suitable for diving";"Entrance fee";"";"";"Not suitable for nudists";"";""
"202957";"17.0360645";"50.0332521";"Vnitřní láyeňský bazén";"Swimming pool";"5.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202957/d56d779e-d917-4115-aa06-2436a9b0e135.jpg";"swimplaces:279";"";"";"";"";"";"Používaný zejména pro léčbu, ale i pro koupání pro veřejnost";"Restaurant on site";"Not suitable for diving";"Entrance fee";"";"";"Not suitable for nudists";"";""
"202958";"14.2329181";"49.5458004";"Zahořanské koupaliště";"Swimming pool";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202958/a0803fe3-5862-4064-b7d0-101ab0482f91.jpg";"swimplaces:280";"";"";"";"";"";"Nadž na vodu sloužící jako koupaliště. Fotbalové hřiště poblíž";"No restaurant";"Not suitable for diving";"No entrance fee";"";"";"Not suitable for nudists";"";""
"202959";"14.002654552459719";"49.67976081561076";"Aquapark Příbram";"Swimming pool";"4.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202959/b1b7e68d-f6ed-4672-949f-a965db8fb469_Dc6GTO3.jpg";"swimplaces:281";"";"";"http://szm.pb.cz/aquapark/";"";"";"Přírodní i kryté koupaliště";"Restaurant on site";"Not suitable for diving";"Entrance fee";"";"";"Not suitable for nudists";"";""
"202960";"15.2391174";"49.9242858";"Velký rybník";"Lake (pond)";"4.714285714285714";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202960/image-4ee8d7d8-ff23-48d9-896a-7a436429d6d6_7tkokeE.jpg";"swimplaces:282";"";"";"";"";"";"Koupání v příjemném velkém rybníku, kolem skály, hluboká voda, poměrně čistá (na rybník).";"No restaurant";"Not suitable for diving";"No entrance fee";"Very close";"";"Not suitable for nudists";"";""
"202961";"14.362492";"49.459161";"Plavecký Bazén";"Swimming pool";"3.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202961/57d5b3ab-4f34-4266-9d4a-952408d4df34.jpg";"swimplaces:283";"";"";"";"";"";"Milevský plavecký bazén. Vztup zdarma. Leží na kraji města.";"No restaurant";"Not suitable for diving";"No entrance fee";"Very close";"";"Not suitable for nudists";"";""
"202962";"17.6441785";"47.6836117";"Termální koupaliště";"Other";"4.333333333333333";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202962/decf6ab1-6789-4669-9e02-902622c2be7b.jpg";"swimplaces:284";"";"";"";"";"";"Termální koupaliště i plavecké bazény.";"Restaurant on site";"Not suitable for diving";"Entrance fee";"";"";"Not suitable for nudists";"";""
"202963";"17.4577543";"47.8633537";"Lipotské koupaliště";"Swimming pool";"5.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202963/image-d6ca0726-9f36-4a12-a792-4f34b24c9dd9_2048x1536.jpg";"swimplaces:285";"";"";"";"";"";"5 Bazénů a dva termální. Příjemné prostředí ";"Restaurant on site";"Not suitable for diving";"Entrance fee";"";"";"Not suitable for nudists";"";""
"202964";"18.4447499";"49.7784622";"hovno";"Other";"5.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202964/31a7c154-37d9-4f3c-b557-6dfe0572d5e0.jpg";"swimplaces:286";"";"";"";"";"";"dobře se tam koupe";"Restaurant on site";"Suitable for diving";"No entrance fee";"";"";"Not suitable for nudists";"";""
"202965";"17.3927339";"48.8621497";"Lučina";"Dam";"2.75";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202965/8070905c-f6d3-4c9c-856a-00670651d71c.jpg";"swimplaces:287";"";"";"";"";"";"Příjemná koupačka nedaleko známé CHKO. Přírodní nádrž.";"Restaurant on site";"Not suitable for diving";"No entrance fee";"100 m";"";"Not suitable for nudists";"";""
"202966";"14.4671016";"48.9821349";"Plavarna";"Swimming pool";"3.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202966/e7275f1a-8b4a-424d-8549-94b93ca2c82b.jpg";"swimplaces:288";"";"";"";"";"";"Velky tobogan a 2 bazeny";"Restaurant on site";"Not suitable for diving";"Entrance fee";"";"";"Not suitable for nudists";"";""
"202967";"14.55639";"50.53756";"Nedamov";"Lake (pond)";"4.714285714285714";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202967/91ebbc53-3507-4036-8378-84db2f561382.jpg";"swimplaces:289";"";"";"";"";"";"rybnik s kempem a letnim kinem";"Restaurant on site";"Not suitable for diving";"Entrance fee";"";"";"Not suitable for nudists";"";""
"202968";"14.5592184";"49.0072159";"Florida";"Lake (pond)";"4.5";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202968/755e54b0-4283-443f-b75d-2b98133a34a2.jpg";"swimplaces:290";"";"";"";"";"";"Malý pěkný rybníček... nejlepší na bruslení a koupání";"Restaurant on site";"Not suitable for diving";"No entrance fee";"";"";"Not suitable for nudists";"";""
"202969";"14.5417948";"48.9907449";"Královský ";"Lake (pond)";"4.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202969/466b17c1-83eb-4479-bbbd-a188209c2071.jpg";"swimplaces:291";"";"";"";"";"";"rybníček uprostřed Rudolfova";"No restaurant";"Not suitable for diving";"No entrance fee";"";"";"Not suitable for nudists";"";""
"202970";"15.5067655";"49.4710494";"Černý Rybník";"Lake (pond)";"3.142857142857143";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202970/img_0864_2048x1536.jpg";"swimplaces:292";"";"";"";"";"";"rybník";"No restaurant";"Not suitable for diving";"No entrance fee";"";"";"Not suitable for nudists";"";""
"202971";"15.5802365";"49.6119583";"Koupaliste ";"Swimming pool";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202971/deb0738a-131a-435c-b612-f3a091950585.jpg";"swimplaces:293";"";"";"";"";"";"nove rekonstruovane koupaliste v Havl.Brode";"Restaurant on site";"Not suitable for diving";"Entrance fee";"";"";"Not suitable for nudists";"";""
"202972";"14.53572";"50.1047783";"Bazén Hloubětín";"Swimming pool";"4.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202972/1dc63e04-2601-430b-8c70-65b92205557c.jpg";"swimplaces:294";"";"";"";"";"";"bazén krytý i venkovní, nechlorovaná voda";"Restaurant on site";"Not suitable for diving";"Entrance fee";"";"";"Not suitable for nudists";"";""
"202973";"14.8070737";"49.9948678";"Kozojedy";"Lake (pond)";"3.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202973/71697177-9aac-4de2-baaa-5744e746c60c.jpg";"swimplaces:295";"";"";"";"";"";"Klidné zapadlé místo využívané spíše obyvateli obce.";"Restaurant on site";"Not suitable for diving";"No entrance fee";"";"";"Not suitable for nudists";"";""
"202974";"14.6818467";"50.058417";"Sibřina";"Lake (pond)";"2.6666666666666665";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202974/8c490e82-e97d-4c6c-9ee8-e08de56cabc1.jpg";"swimplaces:296";"";"";"";"";"";"Velký rybník vhodný pro koupání, poblíž restaurace s Českou kuchyní.";"Restaurant on site";"Not suitable for diving";"No entrance fee";"";"";"Not suitable for nudists";"";""
"202975";"14.5969602";"50.0468438";"Hájek - Podlesák";"Lake (pond)";"2.375";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202975/90bb1d6a-4777-4a6a-9faf-5726e670158c.jpg";"swimplaces:297";"";"";"";"";"";"Větší hezký rybník, lemovaný lesem a travnatými břehy, poměrně příkré svahy pro vstup do vody, nevelké plochy pro odpočinek na břehu.";"No restaurant";"Not suitable for diving";"No entrance fee";"Very close";"";"Not suitable for nudists";"";""
"202976";"13.1974049";"49.5809153";"Drahovský rybník";"Lake (pond)";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202976/5d246063-c1c2-4848-aa6f-42261dc4525f.jpg";"swimplaces:298";"";"";"";"";"";"příjemný rybník, poblíž fotbalové hřiště";"No restaurant";"Not suitable for diving";"No entrance fee";"";"";"Not suitable for nudists";"";""
"202977";"142.2961022";"39.6043797";"radioaktivní koupalisko :D";"Swimming pool";"";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202977/05251c1a-74d4-41c9-8759-c86cf51c0afd.jpg";"swimplaces:299";"";"";"";"";"";"nekoupat !!";"Restaurant on site";"Suitable for diving";"Entrance fee";"";"";"Not suitable for nudists";"";""
"202978";"17.1051025";"49.3663027";"Lom ";"Quarry";"3.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202978/2524a448-3616-4d13-8d7c-84271bf66cbe.jpg";"swimplaces:300";"";"";"";"";"";"díra v zemi";"No restaurant";"Suitable for diving";"No entrance fee";"";"";"Not suitable for nudists";"";""
"202979";"14.5887204";"49.839225";"Slapská přehrada";"Dam";"3.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202979/ed89b0c7-e26b-41bb-b239-31cb3df66a38.jpg";"swimplaces:301";"";"";"";"";"";"pláž Nová Rabyně";"Restaurant on site";"Not suitable for diving";"Entrance fee";"";"";"Not suitable for nudists";"";""
"202980";"15.0935057";"50.5698747";"Psečáky v Příšovicích";"Lake (pond)";"2.6";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202980/adee0837-1911-4b6f-ae0f-d4f90ad99b94.jpg";"swimplaces:302";"";"";"";"";"";"krásné koupání v přírodě, nudapláž";"Restaurant on site";"Not suitable for diving";"No entrance fee";"Very close";"";"Suitable for nudists";"";""
"202981";"15.933417";"50.2017939";"Laguna";"Sand quarry";"3.75";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202981/164569ec-8449-4d93-b7ee-8d77c0f4ad36.jpg";"swimplaces:303";"";"";"";"";"";"Písník s travnatými břehy. V současné době hojně navštěvován, takže je občas problém najít místo.";"Restaurant on site";"Not suitable for diving";"No entrance fee";"Very close";"";"Not suitable for nudists";"";""
"202982";"13.3703926";"49.8910397";"Kaznějov";"Swimming pool";"3.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202982/5749709f-d238-440d-b9ff-49a54ea9bc9c.jpg";"swimplaces:304";"";"";"";"";"";"koupaliště";"Restaurant on site";"Not suitable for diving";"No entrance fee";"";"";"Not suitable for nudists";"";""
"202983";"14.299709";"50.739151";"Benešov nad Ploučnicí";"Swimming pool";"3.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202983/8cb2b011-5765-4a7c-b6b9-a1f931df24fb.jpg";"swimplaces:305";"";"";"";"";"";"termální koupaliště s ubytováním";"Restaurant on site";"Not suitable for diving";"Entrance fee";"";"";"Not suitable for nudists";"";""
"202984";"15.6521041";"49.817591";"Seč";"Dam";"3.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202984/4dcf9e95-749a-4ff9-9a42-10e8d56c7dc8.jpg";"swimplaces:306";"";"";"";"";"";"Krásná lokalita, často stánky v blízkosti vody.";"Restaurant on site";"Not suitable for diving";"No entrance fee";"";"";"Not suitable for nudists";"";""
"202985";"15.8318252";"50.2610617";"Předměřický písník";"Sand quarry";"4.5";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202985/b05e8983-7aac-46e4-b31d-5732dcaba83b.jpg";"swimplaces:307";"";"";"";"";"";"jeden z nejstarších královéhradeckých písníků, čistá voda, písčíté pláže i placená pláž";"Restaurant on site";"Not suitable for diving";"No entrance fee";"";"";"Not suitable for nudists";"";""
"202986";"15.8039327";"49.9408746";"Koupaliště Chrudim";"Swimming pool";"4.2";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202986/34ea7e34-1823-4dd2-9e65-bc31266b45f0.jpg";"swimplaces:308";"";"";"";"";"";"Venkovní koupaliště spojené s krytou ""pětadvacítkou"".";"Restaurant on site";"Not suitable for diving";"Entrance fee";"";"";"Not suitable for nudists";"";""
"202987";"15.1264497";"50.4405857";"Koupaliště Dolní Bousov";"Swimming pool";"5.0";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202987/2fe1a313-b826-4b71-841f-8f342e1c4a76.jpg";"swimplaces:309";"";"";"";"";"";"Koupaliště je umístěno v okrajové části města. K dispozici je venkovní betonová nádrž, napouštěná vodou ze studny. Areál má příjemný přírodní charakter s dostatkem zelených ploch i stromů. Pláže jsou travnaté, vstup do vody mírný. Pro děti i dospělé je k dispozici skluzavka a skákací prkno.";"Restaurant on site";"Not suitable for diving";"Entrance fee";"";"";"Not suitable for nudists";"";""
"202988";"15.0114365";"49.1438436";"Vajgar";"Lake (pond)";"2.2";"https://media.mapotic.com/cdn-cgi/image/metadata=none,width=900,height=900/media/image/geo/2941/202988/23fe8b00-b8c3-40a2-a283-7d6a103aa950.jpg";"swimplaces:310";"";"";"";"";"";"rybník Vajgar";"No restaurant";"Not suitable for diving";"No entrance fee";"";"";"Not suitable for nudists";"";""
